-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 0 0
-2.7375 0 0
-2.7125 0 0
-2.6875 0 0
-2.6625 0 0
-2.6375 0 0
-2.6125 0 0
-2.5875 0 0
-2.5625 0 0
-2.5375 1.63934e-05 1.59784e-05
-2.5125 0.000983607 0.000958701
-2.4875 0.000918033 0.000894788
-2.4625 8.19672e-05 7.98918e-05
-2.4375 4.91803e-05 4.79351e-05
-2.4125 0.000459016 0.000439057
-2.3875 0.000491803 0.000479351
-2.3625 0.000434426 0.000423426
-2.3375 6.55738e-05 6.39134e-05
-2.3125 0.000672131 0.000506992
-2.2875 0.000418033 0.000321971
-2.2625 0.00159016 0.00108476
-2.2375 0.00116393 0.000634799
-2.2125 0.00208197 0.0016391
-2.1875 0.00318852 0.0014511
-2.1625 0.00207377 0.000996788
-2.1375 0.00447541 0.00145801
-2.1125 0.00920492 0.0036346
-2.0875 0.00379508 0.00093538
-2.0625 0.00661475 0.00293164
-2.0375 0.00366393 0.00124435
-2.0125 0.0112459 0.00184331
-1.9875 0.016377 0.00288359
-1.9625 0.0208607 0.00430578
-1.9375 0.0145656 0.00296724
