0.7 0.4
0.7 0.404
0.7 0.408
0.7 0.412
0.7 0.416
0.7 0.42
0.7 0.424
0.7 0.428
0.7 0.432
0.7 0.436
0.7 0.44
0.7 0.444
0.7 0.448
0.7 0.452
0.7 0.456
0.7 0.46
0.7 0.464
0.7 0.468
0.7 0.472
0.7 0.476
0.7 0.48
0.7 0.484
0.7 0.488
0.7 0.492
0.7 0.496
0.7 0.5
0.7 0.504
0.7 0.508
0.7 0.512
0.7 0.516
0.7 0.52
0.7 0.524
0.7 0.528
0.7 0.532
0.7 0.536
0.7 0.54
0.7 0.544
0.7 0.548
0.7 0.552
0.7 0.556
0.7 0.56
0.7 0.564
0.7 0.568
0.7 0.572
0.7 0.576
0.7 0.58
0.7 0.584
0.7 0.588
0.7 0.592
0.7 0.596
0.7 0.6
0.7 0.604
0.7 0.608
0.7 0.612
0.7 0.616
0.7 0.62
0.7 0.624
0.7 0.628
0.7 0.632
0.7 0.636
0.7 0.64
0.7 0.644
0.7 0.648
0.7 0.652
0.7 0.656
0.7 0.66
0.7 0.664
0.7 0.668
0.7 0.672
0.7 0.676
0.7 0.68
0.7 0.684
0.7 0.688
0.7 0.692
0.7 0.696
0.7 0.7
0.7 0.704
0.7 0.708
0.7 0.712
0.7 0.716
0.7 0.72
0.7 0.724
0.7 0.728
0.7 0.732
0.7 0.736
0.7 0.74
0.7 0.744
0.7 0.748
0.7 0.752
0.7 0.756
0.7 0.76
0.7 0.764
0.7 0.768
0.7 0.772
0.7 0.776
0.7 0.78
0.7 0.784
0.7 0.788
0.7 0.792
0.7 0.796
0.704 0.4
0.704 0.404
0.704 0.408
0.704 0.412
0.704 0.416
0.704 0.42
0.704 0.424
0.704 0.428
0.704 0.432
0.704 0.436
0.704 0.44
0.704 0.444
0.704 0.448
0.704 0.452
0.704 0.456
0.704 0.46
0.704 0.464
0.704 0.468
0.704 0.472
0.704 0.476
0.704 0.48
0.704 0.484
0.704 0.488
0.704 0.492
0.704 0.496
0.704 0.5
0.704 0.504
0.704 0.508
0.704 0.512
0.704 0.516
0.704 0.52
0.704 0.524
0.704 0.528
0.704 0.532
0.704 0.536
0.704 0.54
0.704 0.544
0.704 0.548
0.704 0.552
0.704 0.556
0.704 0.56
0.704 0.564
0.704 0.568
0.704 0.572
0.704 0.576
0.704 0.58
0.704 0.584
0.704 0.588
0.704 0.592
0.704 0.596
0.704 0.6
0.704 0.604
0.704 0.608
0.704 0.612
0.704 0.616
0.704 0.62
0.704 0.624
0.704 0.628
0.704 0.632
0.704 0.636
0.704 0.64
0.704 0.644
0.704 0.648
0.704 0.652
0.704 0.656
0.704 0.66
0.704 0.664
0.704 0.668
0.704 0.672
0.704 0.676
0.704 0.68
0.704 0.684
0.704 0.688
0.704 0.692
0.704 0.696
0.704 0.7
0.704 0.704
0.704 0.708
0.704 0.712
0.704 0.716
0.704 0.72
0.704 0.724
0.704 0.728
0.704 0.732
0.704 0.736
0.704 0.74
0.704 0.744
0.704 0.748
0.704 0.752
0.704 0.756
0.704 0.76
0.704 0.764
0.704 0.768
0.704 0.772
0.704 0.776
0.704 0.78
0.704 0.784
0.704 0.788
0.704 0.792
0.704 0.796
0.708 0.4
0.708 0.404
0.708 0.408
0.708 0.412
0.708 0.416
0.708 0.42
0.708 0.424
0.708 0.428
0.708 0.432
0.708 0.436
0.708 0.44
0.708 0.444
0.708 0.448
0.708 0.452
0.708 0.456
0.708 0.46
0.708 0.464
0.708 0.468
0.708 0.472
0.708 0.476
0.708 0.48
0.708 0.484
0.708 0.488
0.708 0.492
0.708 0.496
0.708 0.5
0.708 0.504
0.708 0.508
0.708 0.512
0.708 0.516
0.708 0.52
0.708 0.524
0.708 0.528
0.708 0.532
0.708 0.536
0.708 0.54
0.708 0.544
0.708 0.548
0.708 0.552
0.708 0.556
0.708 0.56
0.708 0.564
0.708 0.568
0.708 0.572
0.708 0.576
0.708 0.58
0.708 0.584
0.708 0.588
0.708 0.592
0.708 0.596
0.708 0.6
0.708 0.604
0.708 0.608
0.708 0.612
0.708 0.616
0.708 0.62
0.708 0.624
0.708 0.628
0.708 0.632
0.708 0.636
0.708 0.64
0.708 0.644
0.708 0.648
0.708 0.652
0.708 0.656
0.708 0.66
0.708 0.664
0.708 0.668
0.708 0.672
0.708 0.676
0.708 0.68
0.708 0.684
0.708 0.688
0.708 0.692
0.708 0.696
0.708 0.7
0.708 0.704
0.708 0.708
0.708 0.712
0.708 0.716
0.708 0.72
0.708 0.724
0.708 0.728
0.708 0.732
0.708 0.736
0.708 0.74
0.708 0.744
0.708 0.748
0.708 0.752
0.708 0.756
0.708 0.76
0.708 0.764
0.708 0.768
0.708 0.772
0.708 0.776
0.708 0.78
0.708 0.784
0.708 0.788
0.708 0.792
0.708 0.796
0.712 0.4
0.712 0.404
0.712 0.408
0.712 0.412
0.712 0.416
0.712 0.42
0.712 0.424
0.712 0.428
0.712 0.432
0.712 0.436
0.712 0.44
0.712 0.444
0.712 0.448
0.712 0.452
0.712 0.456
0.712 0.46
0.712 0.464
0.712 0.468
0.712 0.472
0.712 0.476
0.712 0.48
0.712 0.484
0.712 0.488
0.712 0.492
0.712 0.496
0.712 0.5
0.712 0.504
0.712 0.508
0.712 0.512
0.712 0.516
0.712 0.52
0.712 0.524
0.712 0.528
0.712 0.532
0.712 0.536
0.712 0.54
0.712 0.544
0.712 0.548
0.712 0.552
0.712 0.556
0.712 0.56
0.712 0.564
0.712 0.568
0.712 0.572
